,Date,Tweets,uncleaned_len,cleaned_len
6043,2018-09-24 14:04, BLOTUS years at Fordham but the Jesuit school was too difficult so next went U of Penn where he is never remembered by anyone never on the honor role never participated in anything Wharton bought his way in no MBA Prof said Dumbest guy I ever met NoEDuCaTiOn CONJOB ,285,267
6044,2018-09-20 21:01, right wtf i was dumbfounded who is the Judicial Crisis Committee paying for this anyway I m a teacher and i support kavanaugh noEducation NoOnKavanaugh horribleHumans ,184,168
6045,2018-09-19 16:04, Please ban the constitution US history the flag salute civics no more democratic like elections for student council no more current events no more newspapers or magazines We need Trump call North Korea to get a complete list of banned things NoEducation ,266,255
6046,2018-09-17 13:28, years at Fordham but the Jesuit school was too difficult so next went U of Penn where he is never remembered by anyone never on the honor role never participated in anything Wharton bought his way in no MBA Prof said Dumbest guy I ever met NoEDuCaTiOn CONJOB ,279,260
6047,2018-09-16 00:18, Trump and his kids noeducation Regrann from kaylaryan I LOVE MY PRESIDENT AND THE FIRST LADY michelleobama I HOPE YOU HAVE A DEADLY HEART ATTACK ,276,146
6048,2018-09-12 08:45, Canada is finally receiving a lesson in diversity deportthemall nodaca NoAmnesty IllegalAliens nomoreanchorbabies vettedimmigrationonly For EWI there shall be nowork nohousing nohealthcare nofoodebt noeducation No tax payer money subsidy ,358,239
6049,2018-09-10 22:17, Anyone who has listened to his comments while he was replacing knows why he is not respected anymore Not much going on up top schooldropout noeducation justplaindumb ,193,167
6050,2018-09-09 13:34, What Dya do if a guy tells your dog to fuck off Hes part of my family U night as well tell my kids to Fuck off Rude No sense noeducation fuming pic butvKGKZb ,180,159
6051,2018-09-08 18:24, MozzartSport portal ponovo U naslovu neke meni nepoznate reci u srpskom jeziku Se kese Nikad cuo za ovaj izraz je l to neki novi fensi pijacarski NewLanguage NoEducation pic GKQXKzHT ,211,184
6052,2018-09-06 09:52, usopen shame noise A shame of country has always a shame of public noeducation in tennis USOpen ,118,97
6053,2018-09-05 21:59, noeducation ,15,13
6054,2018-09-05 10:25, Zero prosecutions USAGSessions NoDACA NoAmnesty deportthemall noanchorbabies No aid for EWI nowork nohousing noeducation nodriverslicense nohealthcare No aid for EWIpic CarGzKeNAe ,295,181
6055,2018-09-04 14:22, Many congratulations to Dr on being elected as th President of the Islamic Republic of Pakistan and we hope Sahib will manage all issues of Balochistan There is NoEducation NoPureWaterFOrDrinking NoCancerHospital PresidentialElection ,270,235
6056,2018-09-02 21:13, Why most college dropouts fall for illegitimate rhetoric Why cant they rationalize connect the dots use facts in their opinions and decisions Whats their common denominator Oh yes that noeducation fake Treasonous ,237,214
6057,2018-09-02 10:57, casablanca is more casanegra than ever before In fact it s blackness becomes darker and darker every hour every minute TheFallOfTheCity DarkCity JungleLaws NoCivism NoEducation NoRespect NoWork NoDignity ,229,205
6058,2018-09-01 09:28, but all their FitnessChallenge can be public WahModiJi FakeBJP Nodevelopment NoEducation RafaleScamExpose ,182,107
6059,2018-08-30 09:30, Im on the bus and I hear a group of teenagers talking They are talking about normal teenage stuff and eventually come in on the subject Sex They talk about a lot off different things when one of the girls go What Have I been a sperm Shes NoEducation teenagers ,281,261
6060,2018-08-25 12:04, is actually an uneducated failed you tuber NoEducation whatsoever facts ,92,73
6061,2018-09-27 10:53, You are a rank partisan You certainly do not belong in that hearing room Only the Democrats think you deserve to be there BoobsNotBrains NoEducation BiasedExtremist ,253,166
6062,2018-09-25 02:38, SUCCESS STORIES Congratulations to Mr Amritpal singh and Mrs Sukhjinder kaur for Getting CANADAyears MultipleEntryVisa ANYONE Can Apply yearsMultipleFamilyVisa NoIELTS NoEducation ,283,181
6063,2018-09-24 14:04, BLOTUS years at Fordham but the Jesuit school was too difficult so next went U of Penn where he is never remembered by anyone never on the honor role never participated in anything Wharton bought his way in no MBA Prof said Dumbest guy I ever met NoEDuCaTiOn CONJOB ,285,267
6064,2018-09-20 21:01, right wtf i was dumbfounded who is the Judicial Crisis Committee paying for this anyway I m a teacher and i support kavanaugh noEducation NoOnKavanaugh horribleHumans ,184,168
6065,2018-09-19 16:04, Please ban the constitution US history the flag salute civics no more democratic like elections for student council no more current events no more newspapers or magazines We need Trump call North Korea to get a complete list of banned things NoEducation ,266,255
6066,2018-09-17 13:28, years at Fordham but the Jesuit school was too difficult so next went U of Penn where he is never remembered by anyone never on the honor role never participated in anything Wharton bought his way in no MBA Prof said Dumbest guy I ever met NoEDuCaTiOn CONJOB ,279,260
6067,2018-09-16 00:18, Trump and his kids noeducation Regrann from kaylaryan I LOVE MY PRESIDENT AND THE FIRST LADY michelleobama I HOPE YOU HAVE A DEADLY HEART ATTACK ,276,146
6068,2018-09-12 08:45, Canada is finally receiving a lesson in diversity deportthemall nodaca NoAmnesty IllegalAliens nomoreanchorbabies vettedimmigrationonly For EWI there shall be nowork nohousing nohealthcare nofoodebt noeducation No tax payer money subsidy ,358,239
6069,2018-09-10 22:17, Anyone who has listened to his comments while he was replacing knows why he is not respected anymore Not much going on up top schooldropout noeducation justplaindumb ,193,167
6070,2018-09-09 13:34, What Dya do if a guy tells your dog to fuck off Hes part of my family U night as well tell my kids to Fuck off Rude No sense noeducation fuming pic butvKGKZb ,180,159
6071,2018-09-08 18:24, MozzartSport portal ponovo U naslovu neke meni nepoznate reci u srpskom jeziku Se kese Nikad cuo za ovaj izraz je l to neki novi fensi pijacarski NewLanguage NoEducation pic GKQXKzHT ,211,184
6072,2018-09-06 09:52, usopen shame noise A shame of country has always a shame of public noeducation in tennis USOpen ,118,97
6073,2018-09-05 21:59, noeducation ,15,13
6074,2018-09-05 10:25, Zero prosecutions USAGSessions NoDACA NoAmnesty deportthemall noanchorbabies No aid for EWI nowork nohousing noeducation nodriverslicense nohealthcare No aid for EWIpic CarGzKeNAe ,295,181
6075,2018-09-04 14:22, Many congratulations to Dr on being elected as th President of the Islamic Republic of Pakistan and we hope Sahib will manage all issues of Balochistan There is NoEducation NoPureWaterFOrDrinking NoCancerHospital PresidentialElection ,270,235
6076,2018-09-02 21:13, Why most college dropouts fall for illegitimate rhetoric Why cant they rationalize connect the dots use facts in their opinions and decisions Whats their common denominator Oh yes that noeducation fake Treasonous ,237,214
6077,2018-09-02 10:57, casablanca is more casanegra than ever before In fact it s blackness becomes darker and darker every hour every minute TheFallOfTheCity DarkCity JungleLaws NoCivism NoEducation NoRespect NoWork NoDignity ,229,205
6078,2018-09-01 09:28, but all their FitnessChallenge can be public WahModiJi FakeBJP Nodevelopment NoEducation RafaleScamExpose ,182,107
6079,2018-08-30 09:30, Im on the bus and I hear a group of teenagers talking They are talking about normal teenage stuff and eventually come in on the subject Sex They talk about a lot off different things when one of the girls go What Have I been a sperm Shes NoEducation teenagers ,281,261
6080,2018-08-25 12:04, is actually an uneducated failed you tuber NoEducation whatsoever facts ,92,73
6081,2018-09-27 10:53, You are a rank partisan You certainly do not belong in that hearing room Only the Democrats think you deserve to be there BoobsNotBrains NoEducation BiasedExtremist ,253,166
6082,2018-09-25 02:38, SUCCESS STORIES Congratulations to Mr Amritpal singh and Mrs Sukhjinder kaur for Getting CANADAyears MultipleEntryVisa ANYONE Can Apply yearsMultipleFamilyVisa NoIELTS NoEducation ,283,181
6083,2018-09-24 14:04, BLOTUS years at Fordham but the Jesuit school was too difficult so next went U of Penn where he is never remembered by anyone never on the honor role never participated in anything Wharton bought his way in no MBA Prof said Dumbest guy I ever met NoEDuCaTiOn CONJOB ,285,267
6084,2018-09-20 21:01, right wtf i was dumbfounded who is the Judicial Crisis Committee paying for this anyway I m a teacher and i support kavanaugh noEducation NoOnKavanaugh horribleHumans ,184,168
6085,2018-09-19 16:04, Please ban the constitution US history the flag salute civics no more democratic like elections for student council no more current events no more newspapers or magazines We need Trump call North Korea to get a complete list of banned things NoEducation ,266,255
6086,2018-09-17 13:28, years at Fordham but the Jesuit school was too difficult so next went U of Penn where he is never remembered by anyone never on the honor role never participated in anything Wharton bought his way in no MBA Prof said Dumbest guy I ever met NoEDuCaTiOn CONJOB ,279,260
6087,2018-09-16 00:18, Trump and his kids noeducation Regrann from kaylaryan I LOVE MY PRESIDENT AND THE FIRST LADY michelleobama I HOPE YOU HAVE A DEADLY HEART ATTACK ,276,146
